GUANANDI ( Calophyllum brasiliensis);O Guanandi ou Jacareúba (Calophyllum brasiliense Cambess.) é uma árvore brasileira que atinge 20 a 30 metros com diâmetro de 40 a 60 cm. Possui tronco que segrega látex amarelo e pegajoso, que demora a sair.
GUANANDI (Calophyllum brasiliensis);
GUAPURUVU ( Schizolobium parahyba.);O Guapuruvu é uma árvore de crescimento impressionante. Ela é apropriada para jardins extensos, assim como parques e praças, modificando em poucos anos a paisagem. Além do aspecto escultural de seu caule e copa, esta bela árvore ainda nos presenteia com uma floração espetacular. Sua madeira é clara, leve e macia, prestando-se para a caixotaria, artesanato, construção civil e fabricação de canoas.
GUARANÁ (Paullinia cupana);
GUARANTÃ (Esenbechia leiocarpa);
GUARITÁ (Astronium graveolens);
GUATAMBU (Aspidosperma macrocarpon. );A árvore Guatambú é encontrada no Brasil do sul da Bahia até o Rio Grande do Sul, estando presente também nos estados de Minas Gerais, Goiás, Mato Grosso do Sul, São Paulo, Paraná, Santa Catarina e Rio Grande do Sul. É fácilmente vista na Serra da Cantareira e restante da Mata Atlântica.
Guia de Plantas Para Uso Paisagístico: Jardim à Sombra e vertical ;Guia ideal para acertar de vez no paisagismo ideal à sombra e Jardim vertical. 120 espécies para você conhecer e adequar ao seu ambiente.
Guia de Plantas Para Uso Paisagístico: Trepadeiras & Esculturais 2;Uma seleção de 120 espécies facilmente encontradas no Brasil para você valorizar o seu jardim. Descubra as que vão melhor na sua região e escolha as mais adequadas para garantir o sucesso do seu paisagismo.
GUINÉ (Petiveria tetrandra);
HELICÔNIA ROSTRATA (Heliconia rostrata);
HIBISCUS (Hibiscus rosa-sinensis);
HORTELÃ (Mentha sp);
HORTELÃ PIMENTA(Mentha sp);
HORTÊNCIA (Hydrangea macrophylla);
Name;Description
Introdução a Botânica Morfologia;Este livro tem por objetivo o estudo dos termos utilizados para as partes das plantas, suas variações, origens e relações com o meio ambiente, além de aspectos ligados à evolução dos vegetais.
IPÊ AMARELO (Handroanthus albus);
IPÊ AMARELO DA CASCA LISA ( Tabebuia chrysotricha);Famoso pela coloração das flores produz belíssimo efeito tanto na copa da árvore como no chão das ruas, o Ipê Amarelo de casca lisa forma um tapete de flores contrastantes com o cinza do asfalto.
IPÊ AMARELO DOURADO/CASCUDO (Handroanthus chrysotrichus);Ipê Amarelo, árvore frondosa de floração magnífica, também conhecido como  pau-darco-amarelo, ipê-do-morro, ipê-tabaco, ipê-amarelo-cascudo, ipê-açu e aipe. O Ipê Amarelo é uma árvore caducifólia, isso significa que em determinada estação do ano todas as folhas caem dando lugar a uma espetacular florada. Uma característica importante do Ipê e que ele atrai abelhas e pássaros, principalmente o beija-flor, agentes fundamentais na polinização da flora.
IPÊ BRANCO ( Tabebuia roseo-alba);O Ipê-Branco é uma árvore de grande valor ornamental, que valoriza projetos paisagísticos tanto pelo seu florescimento vistoso, quanto pela sua forma elegante e copa azulada. Por seu caduca durante o inverno, é boa para produzir sombra no verão e permitir maior passagem da luz e calor do sol no inverno.
IPÊ BRANCO (Tabebuia roseo-alba);
IPÊ CAROBA VERDE ( Cybistax antisyphilitica);O nome Ipê, vem do Tupi, “na água” madeira flutuante usada na construção naval.  Antisyphilitica significa  uso no combate à sífilis. Árvore decídua heliófita, xerófita e seletiva, espécie pioneira, espécie de rara ocorrência, com propriedades medicinais. Sua altura atinge  até 18 m e seu diâmetro até 40 cm.
IPÊ FELPUDO ( Zeyheria tuberculosa);O Ipê-Felpudo, também conhecido por Ipê-Tabaco, bolsa-de-pastor, camaruçu, bucho-de-boi, ipê-bóia, ipê-cabeludo, ipê-cumbuca, ipê-preto, ipê-una, velame-do-mato e saco-de-carneiro, é uma espécie de planta da família Bignoniaceae. É chamado de Ipê, mas não faz parte do gênero Tabebuia.
IPÊ MIRIN ( Bignoniaceae);O Ipê-de-jardim é uma arvoreta bastante ramificada, que pode alcançar 4 a 6 metros de altura. No paisagismo é apropriada isolada ou em grupos, formando renques. No entanto sua utilização é controversa, pois apesar de ser muito ornamental é considerada uma perigosa planta invasora.
IPÊ ROSA ( Tabebuia impetiginosa);O Ipê sempre ganha destaque entre as demais plantas... O Ipê Rosa é o primeiro dos Ipês a florescer no Brasil.
IPÊ ROSA (Handroanthus heptaphyllus);
IPÊ ROXO BOLA (Tabebuia impetiginosa) Sob encomenda;Além da beleza de suas flores, que chamam a atenção em qualquer paisagem (inclusive nas grandes cidades), sua madeira, dura ao corte e pesada, é usada para a construção externa (dormentes, cruzetas, postes, etc) e na produção de carvão. O Ipê Roxo de Bola tem ainda aplicações medicinais e na recomposição vegetal de áreas degradadas de preservação permanente.
IPÊ ROXO DE BOLA (Handroanthus impetiginosus);
IPOMÉIA RUBRA (Ipomoea horsfalliae);
IXÓRIA COMUM ROSA(Ixoria Undulata);
JABUTICABA BRANCA (Myrciaria aureana);
JABUTICABA HIBRIDA (Myrciaria cauliflora);
JABUTICABA SABARÁ (Myrciaria jaboticaba);
JACA (Artocarpus heterophyllus);
Jaca Dura (Artocarpus heterophyllus);
Name;Description
JACARANDA BRANCO ( Jacaranda cuspidifolia.);A madeira do Jacarandá Branco foi muito utilizada na confecção de canga de boi, para objetos curvados, barricas, pecas torneadas, etc. A árvore pode ser aproveitada para arborização em geral. Planta pioneira, rústica e adaptada a terrenos pobres, é ótima para a composição de reflorestamentos heterogêneos destinados à recomposição de áreas degradadas de preservação permanente.
Jacarandá Caroba (Jacaranda cuspidifolia);
JACARANDÁ DA BAHIA ( Dalbergia nigra);O Jacarandá da Bahia é uma das mais lindas árvores brasileiras, magnífica, e amplamente introduzida em muitos países de clima tropical e sub-tropical.
JACARANDÁ DA BAHIA (Dalbergia nigra);
JACARANDÁ MIMOSO ( Jacaranda mimosifolia);O Jacarandá-Mimoso é uma árvore ornamental da família Bignoniaceae, nativo da Argentina, Bolívia e Sul do Brasil que se encontra ameaçada em seu habitat natural. É uma das poucas árvores a ter o mesmo nome comum em quase todos os idiomas do mundo. No inverno, o jacarandá-mimoso perde suas folhas, que dão lugar as flores na primavera. Suas flores são duráveis, perfumadas e grandes, de coloração azul ou arroxeada, em forma de trompete e são arranjadas em inflorescências do tipo panícula.
JACARANDÁ MIMOSO (Jacaranda mimosifolia);
JACARANDÁ PAULISTA ( Machaerium vilossum.);O Jacarandá-Paulistana, jacarandá-do-mato, jacarandá-do-cerrado, jacarandá-pardo ou jacarandá-amarelo, é uma árvore encontrada principalmente nos estados de Minas Gerais, Goiás e São Paulo. Esta árvore fornece madeira de lei muito semelhante à do jacarandá-da-bahia.
JACATIA ( Jacaratia spinosa);O Jacatia possui a madeira fraca, porém o fruto atrai a fauna e é comestivel, muito procurado pela população do campo, que o considera medicinal. Espécie pioneira, muito adaptavel e de crescimento rápido. deve ser plantado no mínimo 3 indivíduos, porque para produzir precisam existir juntas espécies macho e fêmea.
JADE AZUL (Strongylondon macrobothrys);
Jade Vermelha (mucuna bennetti);
Jambo Amarelo (Eugenia Jambos);
Jambo Rosa (Syzigium samarangense);
Jambolao (Syzigium Jambolana);
JANGADA BRAVA ( Bastardiopsis densiflora.);"A madeira da Jangada Brava pode ser empregada para caixotaria leve, confecção de brinquedos, lápis, miolo de compensados, etc. A árvore é bastante ornamental quando em flor, especialmente a planta feminina; pode ser empregada com sucesso no paisagismo em geral. Como planta pioneira de rápido crescimento, é ótima para plantios de áreas degradadas."
Jaracatiá (Jaracatia Spinosa);
Jasmim Amarelo  (Jasminum mesnyi) ;
Jasmim Estrela (Jasminum Nitidum);
Jasmim Manga (Plumeria rubra);
JATOBA ( Hymanea courbari);Considerado a faxineira do ar, o Jatobá da frutos exóticos e nutritivos. O Jatobá-verdadeiro, jatobazeiro ou apenas jatobá, é uma árvore da família das fabáceas. É a espécie arbórea dominante na floresta estacional semidecidual submontana. A espécie pode alcançar 40 metros de altura e 2 metros de diâmetro, embora uma árvore tenha atingido 95 metros na Amazônia.
Jatobá do campo 	(Hymanea Courbaril);
Name;Description
Jatobá do cerrado (Hymenaea stigonocarpa Hayne);
Jenipapo	(Jenipa americana);
JENIPAPO ( Genipa americana) ;O Jenipapo é utilizado como fortificante, estimulante do apetite, indicado contra a anemia e doenças do baço e do fígado. É rico em ferro, contém cálcio, hidratos de carbono, calorias, gorduras, água, vitaminas B1, B2, B5 e C.
JEQUITIBA BRANCO ( Cariniana estrellensis.);O Jequitibá-Branco, é uma árvore da família Lecythidaceae, possuindo nome proveniente do Tupi, e estando na lista de espécies ameaçadas do estado de São Paulo, no qual é símbolo estadual.
Jequitibá rosa (Cariniana legalis);
JEQUITIBA VERMELHO ( Cariniana legalis) Sob encomenda;Símbolo do Estado de São Paulo, o Jequitiba Vermelho é uma lindíssima árvore de grande importância histórica e ambiental, por atingir grandes dimensões de altura e diâmetro .
Jerivá (Syagrus romanzoffiana);
JILO TINGUA VERDE CLARO (Solanun gilo.);Sementes de Jiló Tinguá de coloração Verde - Clara, Solanum gilo, com frutos de diâmetro entre 4 e 06 cm . Variedades com frutos alongados, coloração verde-clara e resistência à doenças como antracnose e à murcha-bacteriana.
Jurubeba (Solanum paniculatum);
Kaizuka 	(Junipero chinensis);
Kit Adubo para Plantio (Adubo e Gel);
Kit Caipirinha;
Kit Completo Adubação: Plantio, Gel e Manutenção;
Kit Frutas vermelhas ;
Kit Jardim Francês - E-book sobre o tema;
KIT SEMENTES CAIXA MISTA MINHA HORTA;A exclusiva linha Kits de Sementes ISLA foi cuidadosamente desenvolvida com o objetivo de atender pelo menos três importantes demandas do consumidor:A primeira é que muitas pessoas tem vontade de cultivar uma horta e não sabem o que plantar, então nossos kits trazem combinações temáticas que ajudam a quem tem um pequeno espaço escolher o tipo de horta que mais lhe agrada, ou para quem tem um pouco mais de espaço e quer ter várias hortas em uma só, como uma horta de temperos, outra de hortaliças, outra de flores, etc.A segunda demanda é atender as muitas dúvidas que as pessoas tem na hora de fazer a sua primeira horta. Nossos kits acompanham um completo manual de cultivo, com as principais dicas desde o semeio até a colheita. Já a terceira demanda visa tornar o hábito de presentear com sementes ainda mais especial, um ato cheio de simbolismo e que incentiva as pessoas a resgatar o contato com a natureza e a ter uma alimentação mais saudável.
KIT SUCULENTAS ;
Kit Temperos - E-book sobre o tema;
Lágrima de Cristo (Clerodendron thomsonae);
LAMBARI ROXO ( Tradescantia zebrina);.
Name;Description
Lança de São Jorge (Sansevieria Cylindrica);Planta africana, bastante ornamental e rustica com altura de meio a um metro, pode ser plantada em ambientes internos e em ar condicionado. Gera flores que se dão na base da planta e são bastante perfumadas.
Lantana ( Lantana câmara ) ;
Laranja Azeda 	(Citrus Aurantium);
Laranja Bahia (Citrus Sinensis);
Laranja Barao (Citrus Sinensis);
Laranja Champanhe Cristal (Citrus Sinensis);
Laranja Charmute (Citrus Sinensis);
Laranja Cidra (Citrus Medica);
Laranja Folha Murcha (Citrus Sinensis);
Laranja Hamlin (Citrus Sinensis);
Laranja Imperial (Citrus Sinensis);
Laranja Lima Comum (Citrus Aurantifolia);
Laranja Lima Da Persia (Citrus Limettioides);
Laranja Lima Verde 	(Citrus Sinensis);
Laranja Natal (Citrus Sinensis);
Laranja Pera Do Rio (Citrus Sinensis);
Laranja Sanguinea (Citrus Sinensis);
Laranja Seleta 	(Citrus Sinensis);
Laranja Valencia (Citrus  Sinensis);
Laranja Zamboa (Citrus Maxima);
Name;Description
Lavanda (Lavandula sp);
LAVANDA ALFAZEMA VERDADEIRA ( Lavandula sp);A Lavanda é uma planta muito popular e adorada. Utilizada para os mais diversos fins como produtos de beleza, higiene e até mesmo doces.
LAVATERA SORTIDA ( Lavatera trimestris.);Sementes de Lavatera-de-três-meses, uma planta herbácea, anual e muito florífera originária da Região do Mediterrâneo. Com flores nas cores branca, rosa e vermelha. Sementes de flor Lavatera trimetris - Esta variedade alcança de 80 a 120 cm de altura, podendo ser utilizada para a formação de maciços e bordaduras a pleno sol, sendo ideal para a formação de renques junto a muros.
LEITEIRO ( Tabernaemontana hystrix.);Em função do tamanho, o Leiteiro também é empregado na arborização de ruas estreitas ou sob redes elétricas, por não crescer muito. As floradas, de cor branca e delicada, ocorrem nos meses de outubro-novembro.
LEUCENA ( Leucaena leucocephala.) ;Leucena (Leucaena leucocephala.), é uma planta nativa da America Central. É uma leguminosa perene, palatável com grande utilidade na alimentação de suínos, bovinos e caprinos, e sua resitência à seca foi de grande importância para sua utilização nos sistemas de alimentação de animais no Brasil Central em décadas.
Lichia (Litchi chinensis);
Licuala (Licuala grandis);
Ligustrinho Variegata (Ligustrum sinense);
LIMÃO BRAVO ( Seguieria langsdorffii.);O Limão Bravo é extremamente espinhenta e chega a medir 16 metros de altura. Possui folhas simples e um tronco que gira em torno de 50 a 70 centímetros de diâmetro.
Limao Cravo (Citrus bigaradia);
Limao Doce (Citrus Limon);
Limao Galego 	( Citrus Limon );
Limao Siciliano (Citrus Limon);
Limao Taiti (Citrus Limon);
Lírio Amarelo (Hemerocalys Flava);
Livro - Frutas, Cores e Sabores do Brasil 1 ;Um minucioso trabalho do fotógrafo Silvestre Silva, que percorreu todo o Brasil nos últimos 40 anos para documentar as mais belas e representativas plantas de nossa flora.
Livro - Frutas, Cores e Sabores do Brasil 2;Um minucioso trabalho do fotógrafo Silvestre Silva, que percorreu todo o Brasil nos últimos 40 anos para documentar as mais belas e representativas plantas de nossa flora.
Livro - Latim para Jardinistas;O livro Latim para Jardinistas é uma obra indispensável para os amantes da Natureza. Saber o que o nome de cada planta significa não é uma mera curiosidade, mas serve, principalmente, para entender suas características, como o clima que melhor se adapta, época de plantio e floração e muito mais.
Livro - Roberto Riscala: Arquitetura de Jardins;O livro Roberto Riscala – Arquitetura de Jardins, o mais novo lançamento da Editora Europa, pelo selo Biblioteca Natureza, mostra toda a versatilidade dos jardins criados pelo renomado paisagista.
LIXEIRA (  Aloysia virgata);A Lixeira é uma árvore de pequeno porte possui folhas uteis para cha ou são misturadas à erva-mate para o consumo do chimarrão. Folhas são também condimentares, utilizadas especialmente para temperos de carnes de porco.
Name;Description
Lixeira (Aloysia virgata);
Losna (Artemisia absinthium);
LOURO PARDO ( Cordia trichotoma);É uma das espécies nativas com maior potencial para o plantio com fins econômicos, especialmente nas regiões Sul e Sudeste do Brasil, por apresentar uma combinação de aspectos favoráveis como: crescimento rápido, boa forma, madeira de qualidade, frutificação abundante e facilidade de produção de mudas.
MAGNOLIA AMARELA ( Michelia champaca.);No paisagismo, a Magnólia-Amarela pode ser aproveitada isolada ou em grupos, adequando-se bem a estilos orientais e tropicais. Em grupos, pode formar renques ou pequenos bosques, em grandes áreas, sempre ao longo de caminhos e estradas, onde seu perfume possa ser valorizado. Da mesma forma, plante-a isolada em locais de passagem, para que os transeuntes possam observar as flores e sentir o aroma. Cuide para não localizá-la muito próximo de janelas e portas de quartos, pois o forte perfume pode incomodar pessoas mais sensíveis.
Malvavisco (Malvaviscus arboreus Cav);
Mamão Formosa (Carica Papaya);
MAMAO PAPAIA HAWAI ( Carica papaya);Árvore de crescimento veloz ,podendo atingir 10 metros de altura , cultivada em todo mundo,produz fruto o ano todo.
Mamao Papaya (Carica Papaya);
MAMICA DE PORCA (Zanthoxylum rhoifolium.);A Mamica-de-Porca é identificada pelos seus espinhos no tronco que são parecidos com “tetas” de porca ou de cadela, sendo que seus nomes populares foram dados devido a essa característica. Sua altura varia entre 6 e 12 metros. A árvore vem da mesma família que o limão, a laranja e muitos outros frutos cítricos. Possui uma casca grossa e ocorre em todo país principalmente na Mata Atlântica.
Manacá Da Serra (Tibouchina mutabilis);
Manacá de Jardim Cheiro (Brunfelsia uniflora);
Manga Bourbon (Mangifera Indica);
Manga Espada (Mangifera Indica) ;
Manga Haden (Mangifera Indica);
Manga Palmer (Mangifera Indica) ;
Manga Rosa 	(Mangifera Indica);
Manga Tommy Atkins (Mangifera Indica);
MANJERICÃO BASILCÃO VERMELHO ( Ocimum basilicum “purpurea”);Planta de cultivo no inverno e verão. Usado na Culinária, para temperos, ensopados de carne, saladas, doces e licores.Fármacia, contra mau-hálito, inflamações na boca e garganta, cansaço, resfriado e problemas gastro-intestinais.Usa-se as folhas em infusão, decção ou pó. Pode conter 5% a 10% de plantas verdes.
Manjericão Italiano (Ocimum basilicum);
Manjericão Roxo (Ocimum basilicum);
Name;Description
Manjericão Verde (Ocimum basilicum);
MANJERONA VERDADEIRA (Origanum majorana);"A Manjerona é uma erva ou planta perene, com sabores doces do pinho e do citrino. A manjerona é cultivada para suas folhas aromáticas, verde ou seca, para o uso culinário; são cortadas enquanto as plantas começam a florescer e secados lentamente na sombra."
Maracujá Doce (Passiflora Alata);
MARACUJA REDONDO AMARELO (Passiflora edulis);O Maracujá é uma videira que cresce ate 12 metros de altura,  atrai abelhas, borboletas e aves. Suas flores possuem cheiro agrádavel e exótico.
Marcelinha (Achyrocline satureioides);
MARICÁ ( Mimosa bimucronata );"O Maricá, também chamado espinho-de-maricá, espinheira, espinho-de-cerca e espinho-roxo, é um arbusto de caule tortuoso da família das leguminosas. É comum em solos úmidos e brejosos. Tem altura entre 6 e 10 metros. É encontrada no Brasil em vários estados; por exemplo, no Rio Grande do Sul."
Maricá (Mimosa bimucronata);
MARMELADA DO CERRADO ( Cordiera sessilis) Sob encomenda;Fruto de sabor agradável e um suco de alta qualidade, a Marmelada-do-Cerrado é encontrada no cerrado, tendo outras variedades com o mesmo nome popular. Ja é tida como uma fruta rara, pois com a pecuária e agricultura extensiva, seu habitat se tornou bastante reduzido, sendo que é cada vez mais difícil encontra-la naturalmente.
Marmelo (Cydonia Oblonga);
MAROLO ( Annona coriacea. ) ;Fruto muito apreciado na sua região de origem, os cerrados de vários estados brasileiros, de Minas Gerais ao Piauí, sendo mais raro em São Paulo e no Paraná. É comercializado em mercados locais, coletado de plantas nativas, pois não há plantações comercias. É apreciado por sua polpa adocicada e aromática de cor alaranjada e levemente ácida.
MAXIXE (Cucumis anguria.);Cucumis anguria, conhecido popularmente como maxixe, é uma planta rasteira ou trepadeira anual e de clima quente. Seus frutos comestíveis, chamados de maxixe ou galinha-arrepiada, têm casca verde, são ovalados e possuem pequenos espinhos moles e não pontiagudos. Suas sementes são achatadas.
MELANCIA CRINSON SWEET (Citrullus lanatus);Frutos redondos de cor verde clara com listras verde mais escuras - extremamente doce.Resistente à Antracnose e à Fusarium.Semente pequena e parda.
MELANCIA FAIRFAX ( Citrullus lanatus.);Frutos alongados de cor verde clara com listras grossas verde escuras.Semente branca com pontas preta.
Melissa (Melissa officinalis);
MELISSA ERVA CIDREIRA (Melissa officinalis L);"A Erva-cidreira, também conhecida popularmente como ""Erva Cidreira Verdadeira"", é uma planta perene herbácea da família da menta /hortelã e do boldo, nativa da Europa meridional. O seu sabor e aroma característicos, frutado, de limão, principalmente nas folhas, deriva do seu óleo essencial do grupo dos terpenos."
Mexerica poncã (Citrus spp);
Mil Folhas (Achillea millefolium);
Mini Bambu (Fargesia adpressa);Mini bambu de cor verde forte, entouceirante, atinge 60 cm de altura. Com folhas pontiagudas, é  muito bom para forração e ornamentação de  canteiros, taludes ou aterros.
Mini Flamboyant (Caesalpinia pulcherrima);O mini Flamboyant é belíssimo, sua árvore, de pequeno porte, podendo chegar de 3 á 4 metros de altura. Pode ser plantada em vasos grandes e é muito decorativa para seu jardim, atraindo abelhas e borboletas .
Mini Gardênia (Gardenia augusta);
Name;Description
Mini Lantana Amarela (Lantana camara);
MIRINDIBA ( Lafoensia glyptocarpa.);A Mirindiba-Rosa é uma árvore tropical bastante rústica e ornamental, indicada para a arborização urbana e recuperação de áreas degradadas. Seu crescimento é moderado a rápido e seu porte é médio, alcançando de 8 a 15 metros de altura.
Mirra (Commiphora myrrha);
Mogno (Swietena Nacronthylla);
MOGNO AFRICANO ( Khaya grandifoliola.);O Mogno Africano é hoje uma das principais madeiras nobres cultivada no Brasil, importante pelo seu valor econômico, cada hectare plantado pode obter 193,32 m³ de madeira serrada
MOGNO BRASILEIRO ( Swietena nacronthylla ) ;O Mogno, nativa da selva Amazônica, bastante conhecida pela qualidade da sua madeira é uma árvore de crescimento rápido que atinge até 4 metros de altura.
Monstera (Monstera deliciosa);
MORANGA DE MESA ( Cucurbita maxima.);A Moranga de Mesa  são frutos com formato globular achatado e com gomos. Essas morangas possuem cor da casca e polpa laranja, atingem de 20 a 35 cm de diâmetro, de 10 a 15 cm de altura e pesam de 2 a 5 quilos. Essa moranga é ideal para rechear com camarões ou carne seca ou qualquer outro recheio. Seu nome científico é Cucurbita maxima.
Moréia amarela (Dietes bicolor);
Moréia Branca (Dietes Iridioides);
Moringa 	(Moringa Oleifera);
MORINGA (Moringa oleiofera ) ;Mudas com 1,5 m
Muda Blueberry com Vaso Marrom 30X30;
Muda de laranja Imperial com vaso vermelho ;
MULUNGU (Erythrina velutina);O Mulungu (Erythrina velutina), também conhecido como canivete, bico-de-papagaio e corticeira, é uma planta medicinal muito eficaz no tratamento de problemas psicológicos relacionados ao estresse.
Mulungu (Erytrina velutina);
MULUNGU DO LITORAL ( Erythrina speciosa) ;A árvore é utilizada no sombreamento de cacaueiros. Sua casca produz uma tintura amarela e tem propriedade tânica, suas flores são alimentícias, quer cruas ou cozidas. Maceradas produzem uma tinta amarelo-avermelhada boa para tingir panos.
Murta (Murraya paniculata);
MURTA (Murraya Paniculata) muda, altura até 0,60m;
MURTA DE CHEIRO (Murraya paniculata);A Murta-de-cheiro é um arbusto grande ou arvoreta, que pode alcançar até 7 metros de altura. Na antiguidade, os ramos floridos de murta-de-cheiro eram usados para confeccionar arranjos que adornavam os cabelos das noivas.
Name;Description
MUTAMBO (Guazuma ulmifolia);Própria para plantio em áreas como ruas, avenidas, praças, parques, jardins e margens de corpos d'água. Pode ser usada em áreas de paisagismo, para caixotaria, carvão, frutíferas para pássaros, mata ciliar e uso para sombra. Com sua madeira pode-se produzir carvão de alta qualidade que pode ser transformado em pólvora. Possui flores masculinas amareladas e femininas róseas ou lilases.
Mutambo (Guazuma ulmifolia);
Nandina (Nandina domestica);
Nim 	(Azadirachta indica);
Noni (Morinda citrifolia);
NONI (Rubiaceae);Noni é o nome da fruta amarelinho esverdeada da imagem acima. A fruta noni vem da árvore cujo nome científico é Morinda citrifolia, originária do sudeste asiático, mas cultivada com mais frequência no Taiti.A fruta noni, normalmente consumida com suco de uva, possui benefícios. Mas a venda de produtos processados de noni é proibida no Brasil.
Noz Pecan (Carya Illinoiensis);
Oiti (Licania Tomentosa);
OLHO DE DRAGÃO (Dimocarpus longan.);Quando está fresca, a fruta é adocicada e lembra o sabor do melão. Nesse estado, é indicada para reduzir febres. A fruta seca, por outro lado, ajuda a acabar com a insônia. Em suas folhas, a longan contém antioxidantes como a quercitina, que ajuda a prevenir o envelhecimento precoce das células, e substâncias antivirais, que ajudam a combater a aliviar os sintomas de gripes e resfriados. Além disso, o olho de dragão ainda conta com propriedade calmantes e tonificantes.
Orégano (Origanum vulgare);
Orelha de Gato  ( Kalanchoe tomentosa );Parece uma Kalanchoê comum, mas não é! Cheia de pelinhos, em tom acinzentado com manchinhas marrons nas bordas, a Orelha de Gato é bem diferente das demais kalanchoês do mercado. Toda delicada, ela compõe os canteiros lembrando uma orelhinha de gato bem macia.
ORELHA DE NEGRO (Enterolobium contortisiliquum.);Orelha de Negro é bastante ornamental, principalmente quando em intensa floração. Pode ser utilizada no paisagismo em geral com bastante sucesso. Pode ser também empregada em reflorestamentos mistos destinados à recomposição.
Orelha de Shrek  ( Crassula ovata gollum );"Famosa Orelha do Shrek! Folhas tubulares e com ""ventosas"" nas pontas, que podem aparecer em tom mais avermelhado. Esta variedade pode chegar a 80 cm, e deixa qualquer cantinho mais divertido."
Orquídea Bambu (Arundina Bambusifolia);
Orquídea Chuva De Ouro (Oncidium sp);
Os Grandes Paisagistas da Natureza livro 1;Confira os 30 paisagistas que fazem parte do livro: Airton dos Santos, Alex Hanazaki, Alex Sá Gomes, Alexandre Furcolin, Alexandre Galhego, Ana Holzer, Ana Maria Bovério, Benedito Abbud, Caterina Poli, Claudio Pedalino, Daniel Nunes, Eduardo Gonçalves, Evani Kupferman Franco, Gil Fialho, Gilberto Elkis, Guga, Gustaaf Winters, Luiz Carlos, Brasil Orsini, Juliana Freitas, Marcelo Bellotto, Marcelo Faisal, Marcelo Novaes, Maria Luiza Aceituno, Mauro Barros, Raul Cânovas, Roberto Riscala, Rodrigo Oliveira, Sergio Santana, Toni Backes, Walkiria Fernandes.
Os Mais Belos Jardins do Mundo: Jardins de Kew Gardens;Jardins de Kew Gardens. Dono da maior e mais diversificada coleção de plantas em todo o mundo, Kew Gardens é considerado um dos mais importantes – se não o mais importante – jardins botânicos do planeta. Nada mal para algo que começou de forma despretensiosa há cerca de 260 anos.
Os Mais Belos Jardins do Mundo: Jardins de Mainau;Conheça a história e encante-se com belas imagens de Mainau, a ilha alemã que foi transformada em incrível jardim.
Os Mais Belos Jardins do Mundo: Palácio de Versalhes;Você vai conhecer os diferentes jardins e bosques que compõem o complexo, a famosa Orangerie, o Grand Trianon e o Petit Trianon, o refúguio da rainha Maria Antonieta.
Pacová (Philodendron martiaum);
Name;Description
Paineira 	(Ceiba speciosa);
PAINEIRA ROSA ( Ceiba speciosa ) ;A Paineira Rosa é uma planta excelente para o paisagismo, principalmente por causa de sua floração.
Palmeira azul (Bismarckia nobilis);
Palmeira Carpentaria 	(Carpentaria acuminata);
Palmeira Chamaedórea (Chamaedorea elegans);
Palmeira Fenix (Phoenix Roebelenii);Palmeira exótica e elegante, atinge 3 a 4 metros, muito útil para pequenos espaços como terraços, ornamentação, pode ser plantada em meia sombra e em vasos. Seus frutos são apreciados pelos pássaros.
Palmeira Imperial (Roystonea Oleracea);
PALMEIRA IMPERIAL DE CUBA ( Roystonea regia.) ;A Palmeira Real-de-Cuba é uma espécie majestosa, de estipe único e grande porte, originária da Flórida, México, América Central e do Caribe, e amplamente utilizada como ornamental em regiões tropicais. Até pouco tempo, a palmeira-real-de-cuba e a palmeira-da-flórida eram consideradas espécies distintas, sendo esta última nomeada como Roystonea elata.
Palmeira Rabo de Raposa (Wodyetia bifurcata);
Palmeira rafis (Raphis excelsa);
Palmeira Real 	(Archontophoenix cunninghamiana);
Palmeira Triangular (Dypsis Decary);
Palmeira Washingtonia (Washingtonia Robusta);
Palmito Jussara (Euterpe edulis);
PARICÁ (Parapiptadenia rigida);O Paricá é parente do Guapuruvu, árvore da floresta atlântica. Seu nome científico é: shizolobium amazonicum. É uma árvore da família das leguminosas que capta nitrogênio do ar e o fixa no solo. Na mata nativa, o florescimento acontece na época da seca e atrai dezenas de insetos. A árvore fica carregada de flores amarelas que deixam no ar um perfume delicado e doce.
Pata De Elefante (Beucarnia Recurvata);
Pata De Vaca (Bauhinea Forticata);
PAU AMENDOIM (Pterogyne nitens tul.);Sementes Amendoim-Braco ou Pau amendoim, árvore Rústica e de crescimento rápido, com flores Amarelas-esverdeadas e perfumadas
Pau Brasil (Caesalpinea Echinata);
PAU CIGARRA (Senna multijuga. );O Pau-Cigarra, bem como outras cássias, são muito apreciadas pelas cigarras. A morte sem sinal aparente dessas árvores é muito comum, em virtude da sucção contínua da seiva das raízes por larvas em grande quantidade, e até mesmo adultos, de cigarras¹.
Name;Description
Pau D'alho (Gallesia Integrifolia);
PAU DÁLHO ( Gallesia integrifolia);Planta exala cheiro de alho em dias de chuva ou de umidade relativa alta. É pioneira, excelente para reflorestamentos.
PAU DE VIOLA (Tabebuia cassinoides.);O Pau Viola é encontrado em florestas e matas úmidas e alagadas do Sudeste, Nordeste e Sul do Brasil. Indicada principalmente para o plantio na faixa litorânea e em terrenos úmidos e até brejosos, além da margem de rios e represas. Recebe vários nomes como: pau-de-viola, tucaneira, jacareúba, baga-de-tucano, pombeiro, tarumã e tarumã-branco, devido a cor das flores.
